school_id,order_id,order_date,test_date,product_family,product_subfamily,product_key,exam_name,schema_key,schema_type,n_examinees
979166,D-00076964-1,2023-12-19,2023-12-21,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,68
979166,D-00077026-1,2023-12-17,2023-12-21,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,70
979166,OB-79558768-1,2023-12-16,2023-12-23,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,27
979166,D-00076973-1,2023-12-20,2023-12-24,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,133
979166,D-00076748-1,2023-12-16,2023-12-26,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,129
979166,D-00076730-1,2023-12-23,2023-12-28,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,98
979166,OB-79559007-1,2023-12-26,2023-12-30,SUBJECT_EXAM,Basic Science,SUBJ_BS_NEUROSCIENCE,Neuroscience,SUBJECT_BASIC,TOTAL_ONLY,57
979166,D-00076631-1,2023-12-28,2023-12-31,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,78
979166,D-00076665-1,2023-12-25,2024-01-01,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,126
979166,D-00076870-1,2024-01-01,2024-01-02,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,93
979166,NSAS-12495951,2023-12-30,2024-01-03,NSAS,Mastery Series,NSAS_MS_EMERGENCY_MED,Emergency Medicine (Mastery Series),NSAS_MASTERY,SUBSCORES,59
979166,D-00076702-1,2023-12-29,2024-01-04,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,132
979166,NSAS-12495866,2024-01-02,2024-01-04,NSAS,Mastery Series,NSAS_MS_OBGYN,Obstetrics and Gynecology (Mastery Series),NSAS_MASTERY,SUBSCORES,21
979166,OB-79558935-1,2023-12-25,2024-01-04,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,51
979166,OB-79559097-1,2023-12-27,2024-01-04,SUBJECT_EXAM,Basic Science,SUBJ_BS_INTRO_CLIN_DIAG,Introduction to Clinical Diagnosis,SUBJECT_BASIC,TOTAL_ONLY,95
979166,OB-79559198-1,2024-01-02,2024-01-05,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,33
979166,D-00076698-1,2024-01-09,2024-01-11,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,104
979166,OB-79558989-1,2024-01-06,2024-01-15,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,47
979166,OB-79559166-1,2024-01-18,2024-01-18,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,74
979166,D-00076836-1,2024-01-13,2024-01-20,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,136
979166,D-00076802-1,2024-01-17,2024-01-23,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,112
979166,D-00077029-1,2024-01-16,2024-01-24,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,101
979166,OB-79558909-1,2024-01-17,2024-01-25,SUBJECT_EXAM,Basic Science,SUBJ_BS_NEUROSCIENCE,Neuroscience,SUBJECT_BASIC,TOTAL_ONLY,96
979166,OB-79559213-1,2024-01-20,2024-01-25,SUBJECT_EXAM,Basic Science,SUBJ_BS_HISTOLOGY,Histology,SUBJECT_BASIC,TOTAL_ONLY,105
979166,OB-79558898-1,2024-01-21,2024-01-27,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,41
979166,D-00077113-1,2024-01-18,2024-01-28,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,102
979166,D-00077088-1,2024-01-30,2024-01-30,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,114
979166,OB-79558883-1,2024-01-28,2024-02-07,SUBJECT_EXAM,Basic Science,SUBJ_BS_BIOCHEMISTRY,Biochemistry,SUBJECT_BASIC,TOTAL_ONLY,65
979166,D-00076847-1,2024-02-02,2024-02-07,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,78
979166,OB-79559196-1,2024-01-30,2024-02-07,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,82
979166,OB-79559112-1,2024-02-07,2024-02-08,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,26
979166,D-00076662-1,2024-02-05,2024-02-09,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,85
979166,OB-79559129-1,2024-02-07,2024-02-09,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,52
979166,OB-79558826-1,2024-02-09,2024-02-10,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,39
979166,D-00076916-1,2024-02-01,2024-02-11,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,67
979166,D-00076953-1,2024-02-03,2024-02-12,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,118
979166,OB-79558877-1,2024-02-12,2024-02-19,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_EMERGENCY_MED,Emergency Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,34
979166,OB-79558948-1,2024-02-14,2024-02-19,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,52
979166,OB-79558839-1,2024-02-19,2024-02-21,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,62
979166,OB-79558978-1,2024-02-14,2024-02-22,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,56
979166,OB-79558936-1,2024-02-22,2024-02-23,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_INTERNAL_MED,Internal Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,34
979166,OB-79558973-1,2024-02-19,2024-02-27,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,32
979166,OB-79558776-1,2024-02-21,2024-02-28,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,20
979166,OB-79559016-1,2024-02-22,2024-02-28,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,43
979166,D-00076883-1,2024-02-28,2024-02-29,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,86
979166,OB-79558817-1,2024-03-03,2024-03-08,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,45
979166,OB-79559070-1,2024-03-01,2024-03-08,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,61
979166,OB-79558836-1,2024-03-02,2024-03-10,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,62
979166,OB-79558888-1,2024-03-10,2024-03-10,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,87
979166,OB-79558963-1,2024-03-08,2024-03-10,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,90
979166,D-00076852-1,2024-03-09,2024-03-10,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,60
979166,OB-79559054-1,2024-03-09,2024-03-10,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_EMERGENCY_MED,Emergency Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,79
979166,D-00077028-1,2024-03-08,2024-03-12,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,79
979166,D-00076944-1,2024-03-12,2024-03-17,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,69
979166,NSAS-12495895,2024-03-15,2024-03-19,NSAS,Mastery Series,NSAS_MS_MEDICINE,Medicine (Mastery Series),NSAS_MASTERY,SUBSCORES,76
979166,NSAS-12496092,2024-03-14,2024-03-19,NSAS,Mastery Series,NSAS_MS_FAMILY_MED,Family Medicine (Mastery Series),NSAS_MASTERY,SUBSCORES,64
979166,D-00077112-1,2024-03-19,2024-03-19,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,51
979166,OB-79558819-1,2024-03-16,2024-03-21,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_EMERGENCY_MED,Emergency Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,58
979166,OB-79559120-1,2024-03-18,2024-03-23,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,70
979166,NSAS-12495996,2024-03-15,2024-03-24,NSAS,Mastery Series,NSAS_MS_MEDICINE,Medicine (Mastery Series),NSAS_MASTERY,SUBSCORES,44
979166,D-00076632-1,2024-03-16,2024-03-25,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,69
979166,OB-79558827-1,2024-03-26,2024-03-30,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,40
979166,NSAS-12495897,2024-03-29,2024-03-31,NSAS,Mastery Series,NSAS_MS_SURGERY,Surgery (Mastery Series),NSAS_MASTERY,SUBSCORES,50
979166,D-00077045-1,2024-03-23,2024-04-02,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,118
979166,OB-79558924-1,2024-04-06,2024-04-06,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,77
979166,OB-79558901-1,2024-04-05,2024-04-07,SUBJECT_EXAM,Basic Science,SUBJ_BS_INTRO_CLIN_DIAG,Introduction to Clinical Diagnosis,SUBJECT_BASIC,TOTAL_ONLY,76
979166,OB-79558794-1,2024-04-02,2024-04-08,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,23
979166,D-00076872-1,2024-04-02,2024-04-08,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,43
979166,D-00077095-1,2024-04-06,2024-04-09,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,123
979166,D-00076669-1,2024-04-10,2024-04-10,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,68
979166,D-00076909-1,2024-04-10,2024-04-10,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,121
979166,OB-79558747-1,2024-04-06,2024-04-15,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,27
979166,OB-79559207-1,2024-04-12,2024-04-15,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,22
979166,OB-79558749-1,2024-04-09,2024-04-17,SUBJECT_EXAM,Basic Science,SUBJ_BS_BIOCHEMISTRY,Biochemistry,SUBJECT_BASIC,TOTAL_ONLY,114
979166,OB-79559200-1,2024-04-07,2024-04-17,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,25
979166,D-00077020-1,2024-04-20,2024-04-20,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,123
979166,OB-79558774-1,2024-04-15,2024-04-21,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,54
979166,OB-79559045-1,2024-04-18,2024-04-21,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,57
979166,OB-79559142-1,2024-04-21,2024-04-23,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,67
979166,OB-79559157-1,2024-04-19,2024-04-26,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,38
979166,OB-79558915-1,2024-04-21,2024-04-28,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,76
979166,D-00076803-1,2024-04-28,2024-04-28,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,88
979166,D-00076825-1,2024-04-22,2024-05-01,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,89
979166,OB-79559104-1,2024-04-21,2024-05-01,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,44
979166,OB-79559204-1,2024-05-03,2024-05-03,SUBJECT_EXAM,Basic Science,SUBJ_BS_NEUROSCIENCE,Neuroscience,SUBJECT_BASIC,TOTAL_ONLY,45
979166,NSAS-12495803,2024-04-27,2024-05-06,NSAS,Mastery Series,NSAS_MS_PSYCHIATRY,Psychiatry (Mastery Series),NSAS_MASTERY,SUBSCORES,45
979166,OB-79558755-1,2024-05-03,2024-05-09,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,42
979166,NSAS-12495834,2024-05-05,2024-05-09,NSAS,Mastery Series,NSAS_MS_OBGYN,Obstetrics and Gynecology (Mastery Series),NSAS_MASTERY,SUBSCORES,32
979166,OB-79559239-1,2024-05-04,2024-05-11,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,44
979166,OB-79558758-1,2024-05-05,2024-05-13,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_EMERGENCY_MED,Emergency Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,16
979166,OB-79558979-1,2024-05-07,2024-05-13,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_EMERGENCY_MED,Emergency Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,32
979166,D-00077086-1,2024-05-03,2024-05-13,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,94
979166,OB-79559163-1,2024-05-05,2024-05-14,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,63
979166,D-00077108-1,2024-05-04,2024-05-14,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,29
979166,D-00077075-1,2024-05-10,2024-05-15,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,64
979166,D-00076793-1,2024-05-11,2024-05-19,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,59
979166,OB-79558854-1,2024-05-24,2024-05-24,SUBJECT_EXAM,Basic Science,SUBJ_BS_HISTOLOGY,Histology,SUBJECT_BASIC,TOTAL_ONLY,78
979166,OB-79558983-1,2024-05-14,2024-05-24,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,74
979166,OB-79559030-1,2024-05-21,2024-05-24,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_INTERNAL_MED,Internal Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,55
979166,OB-79559199-1,2024-05-17,2024-05-25,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,86
979166,OB-79558804-1,2024-05-31,2024-06-01,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,81
979166,D-00076891-1,2024-05-25,2024-06-01,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,110
979166,D-00076812-1,2024-05-30,2024-06-03,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,133
979166,OB-79558959-1,2024-05-31,2024-06-03,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,24
979166,D-00076713-1,2024-06-02,2024-06-04,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,111
979166,D-00076863-1,2024-06-02,2024-06-04,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,115
979166,OB-79559005-1,2024-05-28,2024-06-07,SUBJECT_EXAM,Advanced Clinical,SUBJ_AC_EMERGENCY_MED,Emergency Medicine Advanced Clinical,SUBJECT_ADV,SUBSCORES,70
979166,OB-79559047-1,2024-06-02,2024-06-07,SUBJECT_EXAM,Clinical Science,SUBJ_CS_CLINICAL_NEUROLOGY,Clinical Neurology,SUBJECT_CLIN,SUBSCORES,83
979166,OB-79559206-1,2024-06-07,2024-06-08,SUBJECT_EXAM,Basic Science,SUBJ_BS_GROSS_ANATOMY,Gross Anatomy,SUBJECT_BASIC,TOTAL_ONLY,67
979166,D-00076653-1,2024-06-04,2024-06-09,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,97
979166,NSAS-12495727,2024-06-08,2024-06-09,NSAS,Comprehensives,NSAS_CCSSA,CCSSA,NSAS_CCSSA,COMPREHENSIVE,43
979166,OB-79559010-1,2024-06-03,2024-06-10,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,81
979166,OB-79559222-1,2024-06-03,2024-06-10,SUBJECT_EXAM,Basic Science,SUBJ_BS_NEUROSCIENCE,Neuroscience,SUBJECT_BASIC,TOTAL_ONLY,69
979166,OB-79559034-1,2024-06-01,2024-06-11,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,84
979166,D-00077041-1,2024-06-10,2024-06-11,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,21
979166,D-00076989-1,2024-06-12,2024-06-12,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,109
979166,D-00076666-1,2024-06-10,2024-06-13,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,71
979166,OB-79559209-1,2024-06-08,2024-06-14,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,76
979166,NSAS-12495790,2024-06-11,2024-06-15,NSAS,Mastery Series,NSAS_MS_EMERGENCY_MED,Emergency Medicine (Mastery Series),NSAS_MASTERY,SUBSCORES,79
979166,OB-79559193-1,2024-06-08,2024-06-15,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,69
979166,OB-79558907-1,2024-06-14,2024-06-18,SUBJECT_EXAM,Clinical Science,SUBJ_CS_SURGERY,Surgery,SUBJECT_CLIN,SUBSCORES,63
979166,D-00076966-1,2024-06-17,2024-06-19,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,126
979166,D-00076701-1,2024-06-16,2024-06-21,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,97
979166,NSAS-12495769,2024-06-17,2024-06-23,NSAS,Mastery Series,NSAS_MS_OBGYN,Obstetrics and Gynecology (Mastery Series),NSAS_MASTERY,SUBSCORES,61
979166,NSAS-12495781,2024-06-23,2024-06-23,NSAS,Mastery Series,NSAS_MS_PSYCHIATRY,Psychiatry (Mastery Series),NSAS_MASTERY,SUBSCORES,42
979166,D-00076856-1,2024-06-16,2024-06-25,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,109
979166,OB-79558814-1,2024-06-23,2024-06-26,SUBJECT_EXAM,Basic Science,SUBJ_BS_NEUROSCIENCE,Neuroscience,SUBJECT_BASIC,TOTAL_ONLY,67
979166,D-00076723-1,2024-06-21,2024-06-27,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,98
979166,OB-79559011-1,2024-06-20,2024-06-27,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,62
979166,OB-79559037-1,2024-06-20,2024-06-27,SUBJECT_EXAM,Clinical Science,SUBJ_CS_MEDICINE,Medicine,SUBJECT_CLIN,SUBSCORES,28
979166,OB-79558940-1,2024-06-24,2024-06-28,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,36
979166,NSAS-12495736,2024-06-21,2024-06-29,NSAS,Mastery Series,NSAS_MS_MEDICINE,Medicine (Mastery Series),NSAS_MASTERY,SUBSCORES,49
979166,D-00076993-1,2024-06-20,2024-06-30,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,120
979166,D-00076760-1,2024-06-26,2024-07-01,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,136
979166,D-00077080-1,2024-06-24,2024-07-02,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,112
979166,OB-79559048-1,2024-06-28,2024-07-04,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,41
979166,OB-79559056-1,2024-07-06,2024-07-07,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,35
979166,OB-79558809-1,2024-06-28,2024-07-08,SUBJECT_EXAM,Clinical Science,SUBJ_CS_OBGYN,Obstetrics and Gynecology,SUBJECT_CLIN,SUBSCORES,37
979166,D-00076948-1,2024-07-03,2024-07-08,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,53
979166,D-00076643-1,2024-07-09,2024-07-11,CAS,Practice,CAS_PRACTICE,CAS Practice,CAS_PRACTICE,SUBSCORES,117
979166,OB-79559181-1,2024-07-10,2024-07-13,SUBJECT_EXAM,Clinical Science,SUBJ_CS_AMBULATORY_CARE,Ambulatory Care,SUBJECT_CLIN,SUBSCORES,37
979166,D-00076838-1,2024-07-06,2024-07-14,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,107
979166,D-00077062-1,2024-07-18,2024-07-19,CAS,Proctored,CAS_PROCTORED,CAS Proctored,CAS_PROCTORED,SUBSCORES,106
